question1,question2,is_duplicate
гд ен √жбм “жћ«  «б—”жбњ,гд ен Џ«∆‘…њ,0
г« ен «б‘»я«  «бг ёѕг…њ,г« ен ‘»я… «бдћг…њ,0
г« д”»… гЏѕб еЎжб «б√гЎ«— ”джн«р Џбм ћ“н—… Ёнћнњ,г« гд«ќ ћ“н—… Ёнћнњ,0
г« ен Џгб… «бћ“«∆—њ,г м ’ѕ—  Џгб… «бћ“«∆—њ,0
г«  Џ—нЁ «бя“нг«њ,г« еж «б‘—мњ,0
г« ен Ў—нё… Џгб ѕ—«”… «бћѕжмњ,г« ен ќЎж«  ѕ—«”… «бћѕжм.њ,1
янЁ √‘џб  Ў»нё ”д«» ‘« њ,янЁ нЏгб  Ў»нё ”д«» ‘« њ,1
г« еж «б”»» ж—«Ѕ  Џ“н“ ѕж— ћ“— «бёг— Ён «бдёб «б»Ќ—н «б ћ«—нњ,г« «бгд«ќ «б”«∆ѕ Ён ћ“— «бёг—њ,0
г« ен Џ«’г… «б”дџ«бњ,г« «”г Џ«’г… «б”дџ«бњ,1
гд Ў—ё  Ќ÷н— ”бЎ… «бћ»д… «б»н÷«Ѕњ,гд Ў—ё  Ќ÷н— ”бЎ… њ,0
янЁ  Ўж—  ¬б… «б ’жн—њ,еб я«д  ¬б… «б ’жн— гжћжѕ… Ён «бёѕнгњ,0
г« еж «б—»Ќ њ,гд «”»«» ўеж— «б—»Ќ њ,0
г« ен «б√гж— «б н нћ» г—«Џ« е« Џдѕ Џгб «бе«‘ «ћњ,г« ен √ег гн“«  «бе«‘ «ћњ,0
г м  г  ”гн… днжЁдбдѕ жб«»—«ѕж— »е–« «б«”г —”гн«рњ,г м  г  џн— «”г днжЁдбѕ ≈бм днжЁдбдѕ жб«»—«ѕж— —”гн«рњ,1
г« гЎбЏ ё’нѕ… д«б  Џбм нѕе« г« бг  дбе Џбм нѕнњ,гд гƒбЁ ё’нѕ… д«б  Џбм нѕе« г« бг  дбе Џбм нѕнњ,0
янЁ «Ќ÷— «б»уЎш »«б—г«дњ,гд Ў—ё  Ќ÷н— «б»уЎш »«б—г«дњ,1
г« гћ«б«  Џгб «б’нѕбн Ён «бг” ‘Ён«  њ,гд еж «б’нѕбн њ,0
√нд  ёЏ ћ“— «б√бЁњ,√нд  жћѕ ћ“— «бЁњ,1
яг  »бџ г”«Ќ… ¬н”бдѕ«њ,г« ен бџ… ¬н”бдѕ« «б—”гн…њ,0
г« еж ћѕ—н «бг«Ѕњ,г« еж «бћѕ—нњ,0
г« ен г’«ѕ— «бЌѕнѕ «бџ–«∆н…њ,«нд н ж«ћѕ «бЌѕнѕ Ён «бЎЏ«гњ,1
г«–« дё’ѕ »«б«ё ’«ѕ њ,г«  Џ—нЁ «б«ё ’«ѕ њ,1
г«–« нЌ жн г ЌЁ  ж” жњ,Ён √н Џ«г «д‘∆ г ЌЁ  ж” жњ,0
г«–« ня » Ён д’ «б‘яжм «б«ѕ«—н…њ,г« ен «б‘яжм «б«ѕ«—н…њ,0
г«–« дё’ѕ »дгж–ћ «б«д «ћ њ,г« еж дгж–ћ «б«д «ћ њ,1
янЁ «ён дЁ”н гд «бЎЁЌ «бћбѕнњ,янЁ «ён дЁ”н гд «б√г—«÷ «бћбѕн…њ,0
г« ”»» ’н«г «б≈Ћднд ж«бќгн”њ,г« еж ”»» ’н«г нжгн «б≈Ћднд ж«бќгн”њ,1
г«–« нЌѕ ≈”»«дн« гд «б√—»Џ ће« њ,г« ен бџ… ≈”»«дн« «б—”гн…њ,0
г« «бЁж«∆ѕ «б н  ёѕге«  ёдн… «бгЏбжг« њ,г«–« дЏдн » ёдн… «бгЏбжг« њ,0
г« ен «бг”«Ќ… «бћџ—«Ён… бё«—«  «бЏ«бгњ,г« Џѕѕ ѕжб ё«—… ¬”н«њ,0
гд ггн“«  «бЁќ«— њ,г«–« дё’ѕ »«бЁќ«— њ,0
√нд  ёЏ ”дџ«Ёж—…њ,г« гжёЏ ”дџ«Ёж—…њ,1
г«–« дё’ѕ »«бгџд«Ўн” њ,г«  Џ—нЁ «бгџд«Ўн” њ,1
г« ен Ёж«∆ѕ «б√ће“… «б≈бя —ждн…њ,г« ен «б√ће“… «б≈бя —ждн…њ,0
гд Ў—ё Ќ”«» Ё«∆ѕ… «б»дяњ,г« ен «бЁж«∆ѕ њ,0
янЁ «Ќ÷— Џћнд… ««б”яш—њ,гд Ў—ё  Ќ÷н— Џћнд… њ,0
яг н»бџ Џѕѕ ”я«д —жг«дн«њ,г« еж Џѕѕ «б”я«д Ён —жг«дн«њ,1
гд Ў—ё  Ќ÷н—  ё—Џ «бЏ”б »«б»‘«гнб »«бЎ—нё… «бг’—н…њ,гд Ў—ё  Ќ÷н— «б»«‘гнбњ,0
«нд гя«д ‘—я… ћжћб њ,«нд  ёЏ гя« » ‘—я… ћжћб њ,1
г« Ў—нё…  Ќ÷н— ќ÷«— ’ндн гЏ «бѕћ«ћњ,гд Ў—ё  Ќ÷н— ќ÷«— ’ндн гЏ «бѕћ«ћњ,1
г«  Џ—нЁ «бёнг «б”н«”н…њ,г« ен «бёнг «б”н«”н…њ,1
г« еж Џб«ћ «б»—’њ,г« еж Џб«ћ «б»е«ёњ,0
г« г”ƒжбнш… «бг—√… б»н е«њ,гд г”ƒжбн«  «бг—√… б»н е«њ,1
»г«–« «г «“  «бћ«ебн…њ,»г«–« «г «“ «бЏ’— «бЏ»«”нњ,0
г« ен √ћ“«Ѕ «б Ёжн÷ њ,г« ен √дж«Џ «б Ёжн÷ њ,0
г« ен «бё«—…њ,яг ё«—… нжћѕ Ён «бЏ«бгњ,0
г« ен «бЏ«’г… «бЁ—д”н…њ,г« ”»»  ”гн… »«—н” »е–« «б≈”гњ,0
г« еж «бгд«ќ «бЏ«г бћ“— «бёг—њ,г« еж «бЏѕѕ «б≈ћг«бн б”я«д ћ“— «бёг—њ,0
г« Џ«’г… √’џ— ё«—… »«бЏ«бгњ,√нд  ёЏ √” —«бн«њ,0
янЁ  д ‘— ћ—Ћжг… «б—Ќгњ,г« «”»«» ћ—Ћжг… «бгЏѕ…њ,0
янЁ «Ќ÷—  ж— … ¬н” я—нг «бЁ—«жб… њ,гд Ў—ё  Ќ÷н—   ж— … ¬н” я—нг «бЁ—«жб… њ,0
г« Ў—нё…  Ќ÷н— яня «бё—Ё…  бг—÷м «б”я— њ,гд Ў—ё  Ќ÷н— яня «бё—Ё…  бг—÷м «б”я—њ,1
г« Џд«’— Џгбн… «б« ’«бњ,гг   яжд Џд«’— Џгбн… «б« ’«бњ,1
г« Ў—нё…  Ќ÷н— яня… ћбн «б»— ё«б »«бя«” —ѕ  њ,гд Ў—ё  Ќ÷н— яня…  «бя«” —ѕ њ,0
г« ен «бёнг «бѕндн…њ,гд ќ’«∆’ «бёнг њ,0
г« ен Ў—нё…  Ќ÷н— ” ня бЌг »«б’ж’ «бг‘—жгњ,гд Ў—ё  Ќ÷н— ” ня бЌг »«б’ж’ «бг‘—жгњ,1
янЁ нўе— «б»Џѕ «бЋё«Ён ббгж«Ўд…њ,г« «бгё’жѕ »«б»Џѕ «бЋё Ён ббгж«Ўд…њ,1
г«–« дё’ѕ »«б ÷ќг Џбм «бЎб»њ,г« еж «б ÷ќг Џбм «бЎб»њ,1
янЁ «Ќ÷— яня… ёж” ё“Ќњ,гд Ў—ё  Ќ÷н— яня… њ,0
бг«–« Ќ’б ‘дџе«н жж—бѕ Ёндн‘«б ”д — ббяЋн— гд «бћж«∆“њ,г« ен  ябЁ… «б»д«Ѕ б‘дџе«н жж—бѕ Ёндн‘«б ”д —њ,0
»г«–« н гн“ «б«” Ћг«— њ,г« ен ггн“«  «б«” Ћг«— њ,1
г« ен Ёж«∆ѕ б»д «б“»«ѕнњ,гд √нд  √ н Ё«∆ѕ… б»д «б“»«ѕнњ,1
г« ен «бдёжѕ «бгЏѕдн…њ,г«ен «бдёжѕ њ,0
г« ен «бЎ—нё… «б—Ў»… бЏгб «б«”гд  њ,г« ‘—Ќ «бЎ—нё… «б—Ў»… бЏгб «б«”гд  њ,1
гд Ў—ё  Ќ÷н— яня… «б“»«ѕн њ,гд Ў—ё  Ќ÷н— яня… њ,0
г« ен гќ«Ў— «б ё«Ў ’ж— «б”нбЁнњ,г м я«д  √жб ’ж—… ”нбЁнњ,0
г« Ў—нё…  Ќ÷н— яня… «б»”яжн  њ,гд Ў—ё  Ќ÷н—  «б»”яжн њ,0
еб ЁЌ’ «б”жд«— ¬гдњ,еб ће«“ «б√б —«”«ждѕ ¬гд Џбм «бЌ«гбњ,1
г« ен √Џбм ёг… ћ»бн… Ён ћ“н—… Ёнћнњ,г« ен «бг”«Ќ… «бћџ—«Ён… бћ“н—… я«ѕ«Ёжњ,0
янЁ «Ќѕѕ д”»… «б»Ў«б… њ,г« ен «б»Ў«б… њ,0
еб ед«я гЏ«ѕб… б«Ќ ”«» «б»Ў«б… њ,янЁ «Ќѕѕ д”»… «б»Ў«б… њ,1
гд Ў—ё  Ќ÷н— «б“џ«бнбњ,гд Ў—ё  Ќ÷н— «б“џ«бнб «бг”бжё…њ,0
г« ен ‘—жЎ «б‘яжм «б«ѕ«—н…њ,г« ен «б‘яжм «б«ѕ«—н…њ,0
янЁ «Ќ÷— яня »—«ждн гЏ «б‘няжб« … њ,гд Ў—ё  Ќ÷н— яня »—«ждн гЏ «б‘няжб« … њ,1
г«–« дё’ѕ »«бдў—н… «бягн…њ,г« еж «б ÷ќг њ,0
г м «ќ —Џ «бе« Ё «бгЌгжбњ,Ён √н ”д… «ќ —Џ «бе« Ё «бгЌгжбњ,1
янЁ  ё÷н «бёеж… Џбм «б«д Ё«ќ«   Ќ  «бЏндндњ,янЁ √ ќб’ гд «д Ё«ќ«  «бЏнднд »«бёеж…њ,1
г м  дгж √”д«д «бЎЁбњ,Ён √н Џг— н»ѕ√ «бЎЁб  »б ”дндњ,1
Ён √н ”д… жбѕ «Ќгѕ ‘жёнњ,гд еж √Ќгѕ ‘жёнњ,0
яг  ’б яЋ«Ё… «бгћ— «б”я«дн…њ,г« ен яЋ«Ё… «бнжд«д «б”я«дн…њ,0
янЁ «’дЏ гџд«Ўн” њ,янЁ «’дЏ гџд«Ўн” Ён «бгд“б њ,1
янЁ √дЏя”  «Ћн— Џ«∆б…  жЁнё «бЌянг Џбм ‘ќ’н е ж√Џг«бењ,г м  жЁн  жЁнё «бЌянгњ,0
г« ен «дж«Џ г—÷ «б»—’њ,г« ен «дж«Џ «б»е«ёњ,0
Ён √н ”д… ўе— √жб е« Ё гЌгжб »я«гн—«њ,г« еж «бе« Ё «бгЌгжбњ,0
г м д‘√ «б «»б њ,г« ен д‘√… «б «»б њ,1
г м √Џбд  «б”бЎ«  «б”н«”н… Ён ћ“— «бёг— Џд ён«ге« бгћб” ж“—«Ѕ Ќяжгнњ,г м  г ≈д‘«Ѕ гћб” ж“—«Ѕ Ќяжгн бћ“— «бёг—њ,1
гд Ў—ё  Ќ÷н— «б‘шн‘ Ў«жжёњ,гд Ў—ё  Ќ÷н— «б‘шн‘ Ў«жжё «б —янњ,0
г« еж дў«г «бЌяг Ён ћ“н—… е«н нњ,г« ен Џ«’г… ћ“н—… е«н нњ,0
г« Ў—нё…  Ќ÷н— нќд… «бёбё«” њ,гд Ў—ё  Ќ÷н— нќд…  њ,0
янЁ н г  ‘ќн’ «б е«» «бг—«—…њ,янЁ н‘ќ’ «бЎ»н» «б е«» «бг—«—…њ,1
г« ен «бЌ«б«  «б н б« нгяд Ёне« ж÷Џ «бЁ«“бнд Џбм «б»‘—…њ,еб н” ќѕг «бЁ«“бнд Ён Џб«ћ «бЁЎ—н« њ,0
г« Ў—нё…  Ќ÷н— яня… «б‘жяжб« …  њ,янЁ «Ќ÷— яня… «б‘жяжб« … њ,1
г« еж Џб«ћ «бѕг«гб »«бЌб»…њ,г« еж Џб«ћ «бѕг«гбњ,0
еб ед«я г‘«—нЏ б«  Ќ «ћ б—«” г«б њ,янЁ «»ѕ√ г‘—жЏ гд ѕжд —«” г«бњ,0
Ён «н ЌѕнЋ –я—  «б б»нд…њ,г« ен «б б»нд… Ён Џеѕ «б—”жбњ,1
г«–« дё’ѕ »«б»«” « Ёбж—«њ,янЁ «Ќ÷— яня… «б»” « Ёбж—«њ,0
г« Ў—нё…  Ќ÷н— «б»ж—я »«б”»«дќ ж«бћ»д…њ,гд Ў—ё  Ќ÷н— «б”»«дќњ,0
г« Ў—нё… ’б«… «бЌ«ћ…њ,г« Ќяг ’б«… «бЌ«ћ…њ,0
г« Ў—нё…  Ќ÷н— «б»н “« «б≈нЎ«бнш… њ,гд Ў—ё  Ќ÷н— «б»н “«  њ,0
г« ен «бћ—«∆«  ббя‘Ё Џд  ян” «бг»«н÷њ,янЁ н г  ‘ќн’  бнЁ «бг»н÷њ,0
бг«–« ”гн  «бћ“«∆— »е–« «б«”гњ,г м  »бџ ѕ—ћ«  «б’нЁ –—ж е« Ён «бћ“«∆—њ,0
г« Ў—нё…  Ќ÷н— гяЏ»«  «б»Ў«Ў« «бЌбж… њ,гд Ў—ё  Ќ÷н— гяЏ»«  «б»Ў«Ў« «бЌбж…њ,1
яг н»бџ Џѕѕ «бгћгжЏ«  «бЏ—ён… Ён гѕџ‘ё—њ,г« еж √ег ёЎ«Џ Ён гѕџ‘ё—њ,0
янЁ «Ќ÷—  г— »«б‘жяжб« …  њ,гд Ў—ё  Ќ÷н— яня… «б г—њ,0
янЁ «Ќ÷— я—«  ћ»д… «бгж“—нб«њ,г« ен Ў—нё…  Ќ÷н— я—«  ћ»д… «бгж“—нб«њ,1
г« ен «бёнжѕ «бЁ—ѕн…њ,г«–« дё’ѕ »«бёнжѕ «бЁ—ѕн…њ,1
г м  г «б≈Џб«д Џд «” ёб«б ћ“н—… Ёнћнњ,г м «” ёбш  ћ“н—… Ёнћнњ,1
г« Ќяг ’н«г «бћгЏ…њ,г« Ќяг ’н«г «б”» њ,0
г« ен «б√»н«  «б‘Џ—н… «б н ё«бе« «б≈г«г «б‘«ЁЏн Џд «б’ѕ«ё…њ,г« ен «б’ѕ«ё…њ,0
гд ё«∆б ё’нѕ… н« √не« «бдш«” ћ«“у «бгѕЌх ёѕ—уягхњ,г« гд«”»… ё’нѕ… н« √не« «бдш«” ћ«“у «бгѕЌх ёѕ—уягхњ,0
гд Ў—ё  Ќ÷н— ’б’… «б‘жяжб« … »«бё‘Ў… њ,гд Ў—ё  Ќ÷н—  «б‘жяжб« е њ,0
г« ен Ќёжё «бгбян…њ,г« ен «ё”«г Ќёжё «бгбян…њ,0
гд Ў—ё  Ќ÷н— гќбшб «бќн«—њ,гд Ў—ё  Ќ÷н—  «бќн«—њ,0
янЁ «Ќ÷— бЁ«∆Ё «б»«–дћ«д »«бћ—ћн—њ,гд Ў—ё  Ќ÷н— бЁ«∆Ё »«бћ—ћн—њ,0
Ён √н Џ«г жёЏ  џ“ж… √Ќѕњ,Ён √н ”д… я«д  џ“ж… √Ќѕњ,1
г« «нћ«»н«  «бќб«н« «б‘г”н…њ,г« ен «дж«Џ «бќб«н« «б‘г”н…њ,0
г« ен «б«ѕ«—… «бЏбн« њ,г«  Џ—нЁ «б«ѕ«—…  њ,0
гд «б Ќѕн«  «б н  ж«ћ… «бгѕн— «бЏ«г њ,гд еж «бгѕн— «бЏ«г њ,0
гд «» я— ќнжЎ «бћ—«Ќ…њ,гд г«–«  ’дЏ ќнжЎ «бћ—«Ќ…њ,0
янЁ «ён дЁ”н гд «»ж ’Ё«—њ,янЁ  яжд «бжё«н… гд «бн—ё«дњ,1
гд √‘я«б «б√бгднжг «бянгн«∆н…њ,г« еж «б√бгднжгњ,0
г« ен «”»«» «б«’«»… »«бё—Ќ… «бгЏѕн…њ,г« «”»«» ё—Ќ… «бёѕгњ,0
г« ен ’Ё«  «б‘ќ’ ÷ЏнЁ «б‘ќ’н…њ,г« «бЏб«г«  «б н  ўе— Џбм ÷ЏнЁ «б‘ќ’н…њ,1
янЁ ўе— «бЁќ«— њ,г м я«д я«д «жб ўеж— ббЁќ«— њ,1
г« «беѕЁ гд «” ќѕ«г бндяѕ ≈дњ,г« еж гжёЏ бндяѕ ≈дњ,0
г« ен гх Ўбш»«  «б ”жшё Џ»— «б≈д —д њ,г«–« дЌ «ћ бб ”жё Џ»— «б«д —д  њ,1
г« ен √ег гяжд«  “»ѕ… «б‘н«њ,г« ен “»ѕ… «б‘н«њ,0
г« ен Џ«’г… ”«д  енбнд«њ,г« Џ«’г… днћн—н«њ,0
гд Ў—ё  Ќ÷н—  »жѕдћ «бћ“— «бедѕнњ,гд Ў—ё  Ќ÷н—  «бћ“— «бедѕнњ,0
бг«–«   џн— Ќ—я… Џндн «б÷ЁѕЏ Џдѕг« н√ябњ,г« ‘яб Џнжд «б÷ЁѕЏњ,0
янЁ «Ќ÷— яЏ» «бџ“«б »«б г—њ,гд Ў—ё  Ќ÷н— «б г—њ,0
гд Ў—ё  Ќ÷н— Ўен «бќ—‘жЁњ,гд Ў—ё  Ќ÷н— «бќ—‘жЁ «бг‘жн њ,0
г« «бг”«Ќ… «бћџ—«Ён… бб√—ѕдњ,г« ен «бг”«Ќ… «бћџ—«Ён… ббгбя… «б√—ѕдн…њ,1
г« ен Џ«’г… «б”жнѕњ,г« «”г Џ«’г… «б”жнѕњ,1
гд Ў—ё  Ќ÷н— ’ж’ б “ннд яня… «б‘жяжб« … њ,гд Ў—ё  Ќ÷н—   яня… «б‘жяжб« … њ,0
яг  ’б г”«Ќ… ћ“н—… г«нж  «бгжћжѕ… Ён ћ“— «бёг—њ,яг  »бџ г”«Ќ… «бћ“н—… «бќ÷—«Ѕ «бгжћжѕ… Ён ћ“— «бёг—њ,0
янЁ «Ќ÷— «б»—«“ёњ,гд Ў—ё  Ќ÷н— «б»—«“ё «бгЌ‘н…њ,0
еб ед«я Џж«гб  ƒЋ— Џбм «б Ёжн÷ њ,г« еж «б Ёжн÷ њ,0
г« ен Ў—нё… ж’Ё… г«Ѕ «б√—“ бб»‘—…њ,еб ндёЏ «б√—“ »г«Ѕ »«—ѕ √г ”«ќдњ,0
янЁ «дўЁ »ёЏ «бЌ»— Џд «б”ћ«ѕњ,г« ен ќЎж«   дўнЁ  »ёЏ «бЌ»— Џд «б”ћ«ѕњ,1
яг н»бџ Џѕѕ «б”я«д Ён яж«б«бг»ж—њ,г« ен «бгѕнд… «б√яЋ— «я ў«ў«р »«б”я«д Ён гдЎё… ћдж» ‘—ё ¬”н«њ,0
г« ен г÷«ЏЁ«  «»ж яЏ»њ,г« ен г÷«ЏЁ«  «бябЁњ,0
янЁн…  Ќ÷н— я—«  «б г—н… »«бг”я—«  њ,г« Ў—нё…  Ќ÷— «б г—н… «бд«»б”н… њ,0
Ён √н Џ«г «д е  «бѕжб… «б”Џжѕн… «бЋ«дн…њ,г м «д е  «бѕжб… «б”Џжѕн… «б√жбмњ,0
√нд  хќ“д «б’ж— Ён ¬б… «б ’жн—њ,г« ен ¬б… «б ’жн—њ,0
г« ен «б—”«б… «б—”гн…њ,г« Џд«’— «б—”«б… «б—”гн…њ,0
гд Ў—ё  Ќ÷н— «бгё—жЎ… »«б г—њ,гд Ў—ё  Ќ÷н— «б г—њ,0
янЁ нгяд  Џжн÷ «бя«б”нжг Ён «бћ”гњ,янЁ н г  Џжн÷ «бЌѕнѕ Ён «бћ”гњ,0
янЁ « ќб’ гд «бдг‘ »«бќбЎ«  «бЎ»нЏн…њ,еб  ќЁЁ «бж’Ё«  «бЎ»нЏн… гд »ёЏ «бдг‘њ,1
г« еж Џб«ћ «б’Ё«—њ,г« еж Џб«ћ «бн—ё«дњ,1
янЁ «Ќ÷— яня «бќх÷«—њ,гд Ў—ё  Ќ÷н— яня «бќх÷«—њ,1
яг гЌ«Ёў…  жћѕ Ён «б√—ѕдњ,еб Џг«д  жћѕ Ён «б√—ѕдњ,0
гд ё«я »«я ‘«Ё жб«н… днж »—жд“жняњ,гд гя ‘Ё жб«н… днж »—жд“жняњ,1
бг«–« н√ќ– б«Џ» яг«б «б√ћ”«г «б»—ж нд «б’д«Џнњ,г« √егн… «б»—ж нд бЏ÷б… б«Џ» яг«б «б√ћ”«гњ,0
гд Ў—ё  Ќ÷н— «бяб«жн »’б’… «бЎшг«Ўгњ,гд Ў—ё  Ќ÷н— «бяб«жн »’б’… «ббЌгњ,0
г« ен Ў—нё…  Ќ÷н— «бѕћ«ћ »ћ»д… «бгж“—нб«њ,гд Ў—ё  Ќ÷н— «бѕћ«ћ »ћ»д… «бгж“—нб«њ,1
г« ен «ббџ… «б—”гн… б√” —«бн«њ,г« бџ… «б√” —«бннжд «б—”гн…њ,1
г« Ў—нё…  Ќ÷н— «бг’«»н» њ,гд Ў—ё  Ќ÷н— «бг’«»н»њ,1
яг  »бџ г”«Ќ… »н—ж њ,√нд  ёЏ »н—ж њ,0
яг  ’б «бя«Ё… «б”я«дн… Ён ё»—’њ,яг  ’б «бяЋ«Ё… «б”я«дн… Ён я—ж« н«њ,0
янЁ «Ќ÷—  «беж  яняњ,гд Ў—ё  Ќ÷н—   «бяняњ,0
янЁ «Ќ÷— «бе—н”  »«бё‘Ў…њ,гд Ў—ё  Ќ÷н— «бе—н”…  »«бё‘Ў…њ,0
яг Џѕѕ ”я«д ‘дћдњ,яг Џѕѕ «б”я«д Ён  н«дћндњ,0
г« еж  бќн’ —ж«н… “ё«ё «бгѕёњ,г«  бќн’ —ж«н… “ё«ё «бгѕёњ,1
»г«–«   гн“ «бё«—…њ,г« ен «бё«—…њ,0
г« гЏдм  ёдн… «бгЏбжг« њ,г« «бгё’жѕ »«бгЏбжг« њ,0
г« ен ’Ё«  «б«”г«Ѕ «б ћ«—н… њ,г« ен «б«”г«Ѕ «б ћ«—н…њ,0
г« Ў—нё…  Ќ÷н— Ќ‘ж… «бѕшћ«ћ бб»н “« њ,гд Ў—ё  Ќ÷н— Ќ‘ж… «бѕшћ«ћњ,0
г« ен Ў—нё…  Ќ÷н— «’«»Џ ћ»д… «бгж“—нб«њ,",гд Ў—ё  Ќ÷н— «’«»Џ ћ»д… «бгж“—нб«њ",1
г« ен Ќѕжѕ ћ“н—… е«н н «б‘—ён…њ,√нд  ёЏ ћ“н—… е«н нњ,0
г« еж Ќ”«Ѕ «б‘Џн— њ,г« еж «бб»дњ,0
яг  »бџ г”«Ќ… гёѕждн«њ,√нд  ёЏ гѕнд… ”яж»нњ,0
г«–« дё’ѕ »«бг‘—жЏ њ,г« еж «бг‘—жЏ њ,1
г« ѕж— гж«ёЏ «б ж«’б «б«ћ г«Џн Ён «д ‘«— ’ж— «б”нбЁнњ,янЁ ”«ег  гж«ёЏ «б ж«’б «б«ћ г«Џн »«д ‘«— ’ж— «б”нбЁнњ,1
